ensembl_gene_id,Symbol,entrezgene_id,baseMean,logFC,lfcSE,stat,pvalue,FDR,description,gene_biotype,chromosome_name
ENSMUSG00000001270,Ckb,12709,95.51810652,-1.018209544,0.288483444,-3.529525057,0.000416306,0.005363649,"creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]",protein_coding,12
ENSMUSG00000001333,Sync,68828,68.77615861,-0.708050718,0.248880551,-2.844941939,0.004441952,0.033868601,syncoilin [Source:MGI Symbol;Acc:MGI:1916078],protein_coding,4
ENSMUSG00000001467,Cyp51,13121,5382.060736,1.111596069,0.155639403,7.142124986,9.19E-13,1.93E-10,"cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]",protein_coding,5
ENSMUSG00000001473,Tubb6,67951,7201.38897,0.482799711,0.102103105,4.728550734,2.26E-06,7.54E-05,"tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]",protein_coding,18
ENSMUSG00000001542,Ell2,192657,1278.89871,0.471193177,0.111961904,4.208513444,2.57E-05,0.000585705,elongation factor RNA polymerase II 2 [Source:MGI Symbol;Acc:MGI:2183438],protein_coding,13
ENSMUSG00000001552,Jup,16480,1165.532969,-0.467180047,0.162791999,-2.869797355,0.004107349,0.031869363,junction plakoglobin [Source:MGI Symbol;Acc:MGI:96650],protein_coding,11
ENSMUSG00000001666,Ddt,13202,552.7757249,0.397110817,0.10987994,3.614042889,0.000301459,0.004173029,D-dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:1298381],protein_coding,10
ENSMUSG00000001739,Cldn15,60363,82.28588735,-1.493936873,0.316829235,-4.715274691,2.41E-06,7.99E-05,claudin 15 [Source:MGI Symbol;Acc:MGI:1913103],protein_coding,5
ENSMUSG00000001751,Naglu,27419,1749.636822,0.479953063,0.093637509,5.125649633,2.97E-07,1.35E-05,alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB) [Source:MGI Symbol;Acc:MGI:1351641],protein_coding,11
ENSMUSG00000001767,Crnkl1,66877,1218.600492,0.226419695,0.073739373,3.070539991,0.002136721,0.019247976,crooked neck pre-mRNA splicing factor 1 [Source:MGI Symbol;Acc:MGI:1914127],protein_coding,2
ENSMUSG00000001833,Septin7,235072,5968.542228,-0.213736456,0.052475266,-4.073089498,4.64E-05,0.000932532,septin 7 [Source:MGI Symbol;Acc:MGI:1335094],protein_coding,9
ENSMUSG00000001964,Emd,13726,2523.374886,-0.276321238,0.068269453,-4.047509164,5.18E-05,0.001021847,emerin [Source:MGI Symbol;Acc:MGI:108117],protein_coding,X
ENSMUSG00000001986,Gria3,53623,613.7192527,-1.498502021,0.439958153,-3.406010343,0.000659197,0.007710676,"glutamate receptor, ionotropic, AMPA3 (alpha 3) [Source:MGI Symbol;Acc:MGI:95810]",protein_coding,X
ENSMUSG00000002107,Celf2,14007,2479.054638,-0.547822705,0.158526885,-3.455708499,0.000548849,0.006645111,"CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]",protein_coding,2
ENSMUSG00000002109,Ddb2,107986,254.7166127,-0.455104764,0.12289071,-3.703329285,0.000212788,0.00319691,damage specific DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1355314],protein_coding,2
ENSMUSG00000002205,Vrk3,101568,898.5369397,0.462207534,0.072441192,6.380451826,1.77E-10,1.99E-08,vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465],protein_coding,7
ENSMUSG00000002228,Ppm1j,71887,26.57290207,1.301449653,0.381565582,3.410815111,0.00064769,0.007599182,protein phosphatase 1J [Source:MGI Symbol;Acc:MGI:1919137],protein_coding,3
ENSMUSG00000002289,Angptl4,57875,2109.066188,1.357693144,0.269889276,5.03055611,4.89E-07,2.03E-05,angiopoietin-like 4 [Source:MGI Symbol;Acc:MGI:1888999],protein_coding,17
ENSMUSG00000002297,Dbf4,27214,2465.843249,0.235387447,0.084919862,2.771877402,0.005573402,0.040219864,DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328],protein_coding,5
ENSMUSG00000002307,Daxx,13163,1448.176952,0.456694853,0.097526385,4.682782564,2.83E-06,9.16E-05,Fas death domain-associated protein [Source:MGI Symbol;Acc:MGI:1197015],protein_coding,17
ENSMUSG00000002320,Tm9sf1,74140,2659.451277,0.22974402,0.055221582,4.160402724,3.18E-05,0.00069575,transmembrane 9 superfamily member 1 [Source:MGI Symbol;Acc:MGI:1921390],protein_coding,14
ENSMUSG00000002504,Slc9a3r2,65962,510.2425135,-0.686723796,0.166213049,-4.131587749,3.60E-05,0.000768607,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2 [Source:MGI Symbol;Acc:MGI:1890662]",protein_coding,17
ENSMUSG00000002603,Tgfb1,21803,1554.698839,0.808686846,0.205279704,3.939438871,8.17E-05,0.001489732,"transforming growth factor, beta 1 [Source:MGI Symbol;Acc:MGI:98725]",protein_coding,7
ENSMUSG00000002617,Zfp40,22700,196.7246929,-0.451598474,0.125779307,-3.590403578,0.000330166,0.004481168,zinc finger protein 40 [Source:MGI Symbol;Acc:MGI:99185],protein_coding,17
ENSMUSG00000002625,Akap8l,54194,886.087501,-0.484494347,0.104246843,-4.647568523,3.36E-06,0.000105859,A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606],protein_coding,17
ENSMUSG00000002733,Plekha3,83435,1959.466201,0.339678927,0.06102261,5.566443777,2.60E-08,1.57E-06,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3 [Source:MGI Symbol;Acc:MGI:1932515]",protein_coding,2
ENSMUSG00000002797,Ggct,110175,436.164624,0.871606955,0.217836399,4.001199793,6.30E-05,0.001192364,gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700],protein_coding,6
ENSMUSG00000002831,Plin4,57435,366.6584606,-1.721609987,0.403956203,-4.261872885,2.03E-05,0.000480634,perilipin 4 [Source:MGI Symbol;Acc:MGI:1929709],protein_coding,17
ENSMUSG00000002847,Pla1a,85031,166.3326046,1.066857365,0.27558726,3.871214378,0.000108294,0.00186702,phospholipase A1 member A [Source:MGI Symbol;Acc:MGI:1934677],protein_coding,16
ENSMUSG00000002881,Nab1,17936,2860.647219,0.37169732,0.074783609,4.970304665,6.68E-07,2.66E-05,Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564],protein_coding,1
ENSMUSG00000002963,Pnkp,59047,569.2351277,0.221870037,0.082011762,2.705344107,0.006823367,0.046761484,polynucleotide kinase 3'- phosphatase [Source:MGI Symbol;Acc:MGI:1891698],protein_coding,7
ENSMUSG00000002981,Clptm1,56457,4162.147184,0.343757142,0.095018566,3.617789221,0.00029713,0.004135633,cleft lip and palate associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1927155],protein_coding,7
ENSMUSG00000002983,Relb,19698,1902.784935,0.918544917,0.143955495,6.380756197,1.76E-10,1.99E-08,avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289],protein_coding,7
ENSMUSG00000002997,Prkar2b,19088,2462.770728,-0.52205796,0.131418597,-3.972481623,7.11E-05,0.001321115,"protein kinase, cAMP dependent regulatory, type II beta [Source:MGI Symbol;Acc:MGI:97760]",protein_coding,12
ENSMUSG00000003032,Klf4,16600,1115.107142,-0.977077151,0.26651129,-3.666175457,0.000246205,0.003557313,Kruppel-like factor 4 (gut) [Source:MGI Symbol;Acc:MGI:1342287],protein_coding,4
ENSMUSG00000003190,Bcl2l12,75736,326.5012107,-0.340352388,0.10609084,-3.208122284,0.001336047,0.013346319,BCL2-like 12 (proline rich) [Source:MGI Symbol;Acc:MGI:1922986],protein_coding,7
ENSMUSG00000003233,Dvl3,13544,1489.538761,-0.269992753,0.099430422,-2.715393812,0.0066197,0.045721632,dishevelled segment polarity protein 3 [Source:MGI Symbol;Acc:MGI:108100],protein_coding,16
ENSMUSG00000003345,Csnk1g2,103236,3699.81733,0.145202824,0.044737327,3.245674996,0.001171725,0.01207005,"casein kinase 1, gamma 2 [Source:MGI Symbol;Acc:MGI:1920014]",protein_coding,10
ENSMUSG00000003402,Prkcsh,19089,4832.224444,0.194319907,0.037693865,5.155213055,2.53E-07,1.18E-05,protein kinase C substrate 80K-H [Source:MGI Symbol;Acc:MGI:107877],protein_coding,9
ENSMUSG00000003411,Rab3b,69908,150.964928,-0.879228063,0.249187527,-3.528379109,0.000418113,0.005374999,"RAB3B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1917158]",protein_coding,4
ENSMUSG00000003423,Pih1d1,68845,1219.768077,0.291085061,0.070053872,4.155160216,3.25E-05,0.000706042,PIH1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1916095],protein_coding,7
ENSMUSG00000003458,Ncstn,59287,4736.956087,0.189656488,0.065040561,2.915972503,0.003545817,0.028483008,nicastrin [Source:MGI Symbol;Acc:MGI:1891700],protein_coding,1
ENSMUSG00000003528,Slc25a1,13358,1438.259518,0.561227407,0.146201345,3.838729432,0.000123673,0.002071159,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1 [Source:MGI Symbol;Acc:MGI:1345283]",protein_coding,16
ENSMUSG00000003604,Aven,74268,383.6181003,0.27600553,0.099311455,2.779191277,0.005449443,0.039448085,"apoptosis, caspase activation inhibitor [Source:MGI Symbol;Acc:MGI:1921518]",protein_coding,2
ENSMUSG00000003617,Cp,12870,8815.878359,2.166730598,0.415485302,5.214939227,1.84E-07,8.83E-06,ceruloplasmin [Source:MGI Symbol;Acc:MGI:88476],protein_coding,3
ENSMUSG00000003665,Has1,15116,97.86500755,1.54494146,0.404403661,3.820295439,0.000133292,0.00218665,hyaluronan synthase 1 [Source:MGI Symbol;Acc:MGI:106590],protein_coding,17
ENSMUSG00000003810,Mast2,17776,5445.358511,0.210583842,0.06645778,3.16868608,0.001531297,0.014957328,microtubule associated serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894676],protein_coding,4
ENSMUSG00000003813,Rad23a,19358,2081.262338,0.346788745,0.104851861,3.307416213,0.000941609,0.010085065,"RAD23 homolog A, nucleotide excision repair protein [Source:MGI Symbol;Acc:MGI:105126]",protein_coding,8
ENSMUSG00000003847,Nfat5,54446,7808.756241,-0.344474098,0.076862465,-4.481694667,7.41E-06,0.000206752,nuclear factor of activated T cells 5 [Source:MGI Symbol;Acc:MGI:1859333],protein_coding,8
ENSMUSG00000003849,Nqo1,18104,738.3603886,-1.065208318,0.3125953,-3.407627432,0.000655303,0.007671925,"NAD(P)H dehydrogenase, quinone 1 [Source:MGI Symbol;Acc:MGI:103187]",protein_coding,8
ENSMUSG00000003865,Gys1,14936,1851.416489,0.630228071,0.136115602,4.630094273,3.65E-06,0.000112775,"glycogen synthase 1, muscle [Source:MGI Symbol;Acc:MGI:101805]",protein_coding,7
ENSMUSG00000003949,Hlf,217082,463.4718901,1.583946062,0.257586305,6.149185845,7.79E-10,7.09E-08,hepatic leukemia factor [Source:MGI Symbol;Acc:MGI:96108],protein_coding,11
ENSMUSG00000003955,Fam162a,70186,1585.211778,1.129770634,0.181957951,6.208965477,5.33E-10,5.18E-08,"family with sequence similarity 162, member A [Source:MGI Symbol;Acc:MGI:1917436]",protein_coding,16
ENSMUSG00000004040,Stat3,20848,9312.053859,0.564232172,0.14495046,3.892586284,9.92E-05,0.001748714,signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038],protein_coding,11
ENSMUSG00000004043,Stat5a,20850,1296.455021,0.880705398,0.211815248,4.157894229,3.21E-05,0.000701107,signal transducer and activator of transcription 5A [Source:MGI Symbol;Acc:MGI:103036],protein_coding,11
ENSMUSG00000004044,Cavin1,19285,10867.51071,-0.701517994,0.171543048,-4.089457442,4.32E-05,0.000888033,caveolae associated 1 [Source:MGI Symbol;Acc:MGI:1277968],protein_coding,11
ENSMUSG00000004085,Map3k20,65964,1697.030911,-0.46443556,0.143436928,-3.237907874,0.001204097,0.012318802,mitogen-activated protein kinase kinase kinase 20 [Source:MGI Symbol;Acc:MGI:2443258],protein_coding,2
ENSMUSG00000004151,Etv1,14009,1300.700023,0.993739123,0.238997473,4.157948246,3.21E-05,0.000701107,ets variant 1 [Source:MGI Symbol;Acc:MGI:99254],protein_coding,12
ENSMUSG00000004270,Lpcat3,14792,1488.725559,0.470335101,0.096272474,4.885457693,1.03E-06,3.81E-05,lysophosphatidylcholine acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1315211],protein_coding,6
ENSMUSG00000004347,Pde1c,18575,10.68419876,-1.606036322,0.555160776,-2.8929211,0.003816772,0.03010035,phosphodiesterase 1C [Source:MGI Symbol;Acc:MGI:108413],protein_coding,6
ENSMUSG00000004460,Dnajb11,67838,2818.492407,0.311358021,0.089424885,3.481782751,0.000498088,0.006158937,DnaJ heat shock protein family (Hsp40) member B11 [Source:MGI Symbol;Acc:MGI:1915088],protein_coding,16
ENSMUSG00000004552,Ctse,13034,13.41605216,6.756201334,1.976083341,3.418986028,0.00062855,0.007442888,cathepsin E [Source:MGI Symbol;Acc:MGI:107361],protein_coding,1
ENSMUSG00000004562,Arhgef40,268739,3093.65575,-0.163721382,0.057046226,-2.869977451,0.004105011,0.031869363,Rho guanine nucleotide exchange factor (GEF) 40 [Source:MGI Symbol;Acc:MGI:2685515],protein_coding,14
ENSMUSG00000004609,Cd33,12489,68.74468981,1.937341775,0.665109697,2.912815411,0.003581863,0.028667926,CD33 antigen [Source:MGI Symbol;Acc:MGI:99440],protein_coding,7
ENSMUSG00000004631,Sgce,20392,1476.219549,-0.298856421,0.078785617,-3.793286552,0.000148666,0.002373989,"sarcoglycan, epsilon [Source:MGI Symbol;Acc:MGI:1329042]",protein_coding,6
ENSMUSG00000004665,Cnn2,12798,5990.434612,-0.609584038,0.166111614,-3.669725567,0.000242811,0.003527571,calponin 2 [Source:MGI Symbol;Acc:MGI:105093],protein_coding,10
ENSMUSG00000004788,Eif2b2,217715,910.7106033,0.186031304,0.066873078,2.78185646,0.005404894,0.03921323,"eukaryotic translation initiation factor 2B, subunit 2 beta [Source:MGI Symbol;Acc:MGI:2145118]",protein_coding,12
ENSMUSG00000004846,Plod3,26433,5560.70107,0.39693088,0.122633899,3.23671419,0.001209144,0.012330473,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:MGI Symbol;Acc:MGI:1347008]",protein_coding,5
ENSMUSG00000004880,Lbr,98386,3300.618763,0.370708361,0.133387522,2.779183203,0.005449578,0.039448085,lamin B receptor [Source:MGI Symbol;Acc:MGI:2138281],protein_coding,1
ENSMUSG00000004936,Map2k1,26395,3473.376091,0.647611301,0.104381942,6.204246514,5.50E-10,5.26E-08,mitogen-activated protein kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346866],protein_coding,9
ENSMUSG00000004952,Rasa4,54153,402.6750727,-0.800719222,0.170366566,-4.699978647,2.60E-06,8.53E-05,RAS p21 protein activator 4 [Source:MGI Symbol;Acc:MGI:1858600],protein_coding,5
ENSMUSG00000005045,Chd5,269610,48.48889575,-0.934266858,0.277609854,-3.365395162,0.000764341,0.00859786,chromodomain helicase DNA binding protein 5 [Source:MGI Symbol;Acc:MGI:3036258],protein_coding,4
ENSMUSG00000005107,Slc2a9,117591,75.62118469,-1.061500828,0.314054448,-3.379989788,0.000724885,0.008252443,"solute carrier family 2 (facilitated glucose transporter), member 9 [Source:MGI Symbol;Acc:MGI:2152844]",protein_coding,5
ENSMUSG00000005251,Ripk4,72388,8.607112994,4.846983661,1.8118881,2.675100996,0.007470674,0.049902743,receptor-interacting serine-threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1919638],protein_coding,16
ENSMUSG00000005371,Fbxo11,225055,2874.194192,-0.16224797,0.06011105,-2.699137184,0.006951951,0.047544002,F-box protein 11 [Source:MGI Symbol;Acc:MGI:2147134],protein_coding,17
ENSMUSG00000005470,Asf1b,66929,1535.953297,0.398627877,0.115312153,3.456945915,0.000546334,0.006628149,anti-silencing function 1B histone chaperone [Source:MGI Symbol;Acc:MGI:1914179],protein_coding,8
ENSMUSG00000005514,Por,18984,4773.764208,0.444642164,0.089107813,4.989934639,6.04E-07,2.44E-05,P450 (cytochrome) oxidoreductase [Source:MGI Symbol;Acc:MGI:97744],protein_coding,5
ENSMUSG00000005611,Mrvi1,17540,79.26627328,-2.996031404,0.892759594,-3.355921824,0.000791009,0.008822693,MRV integration site 1 [Source:MGI Symbol;Acc:MGI:1338023],protein_coding,7
ENSMUSG00000005667,Mthfd2,17768,4306.628255,0.368581381,0.137018388,2.690013989,0.007144902,0.04831315,"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]",protein_coding,6
ENSMUSG00000005803,Sqor,59010,925.9983058,0.41085465,0.144870505,2.8360131,0.004568057,0.034550838,sulfide quinone oxidoreductase [Source:MGI Symbol;Acc:MGI:1929899],protein_coding,2
ENSMUSG00000005950,P2rx5,94045,176.246128,-0.705541076,0.199738335,-3.532326813,0.00041192,0.005333152,"purinergic receptor P2X, ligand-gated ion channel, 5 [Source:MGI Symbol;Acc:MGI:2137026]",protein_coding,11
ENSMUSG00000005958,Ephb3,13845,1030.908227,-0.604945648,0.200318895,-3.019913062,0.002528473,0.0217531,Eph receptor B3 [Source:MGI Symbol;Acc:MGI:104770],protein_coding,16
ENSMUSG00000006219,Fblim1,74202,2484.918531,1.069503423,0.195785893,5.462617399,4.69E-08,2.64E-06,filamin binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1921452],protein_coding,4
ENSMUSG00000006276,Eps15l1,13859,2032.293367,-0.232998908,0.070386868,-3.310261063,0.00093209,0.010015606,epidermal growth factor receptor pathway substrate 15-like 1 [Source:MGI Symbol;Acc:MGI:104582],protein_coding,8
ENSMUSG00000006299,Aamp,227290,3281.213376,0.118132094,0.039784203,2.969321652,0.00298458,0.024810839,angio-associated migratory protein [Source:MGI Symbol;Acc:MGI:107809],protein_coding,1
ENSMUSG00000006356,Crip2,68337,1343.807283,-0.939704959,0.14864991,-6.321597914,2.59E-10,2.80E-08,cysteine rich protein 2 [Source:MGI Symbol;Acc:MGI:1915587],protein_coding,12
ENSMUSG00000006390,Elovl1,54325,2071.275152,0.286287307,0.101153569,2.830224478,0.004651536,0.035101816,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1 [Source:MGI Symbol;Acc:MGI:1858959]",protein_coding,4
ENSMUSG00000006476,Nsmf,56876,1409.248711,-0.188207661,0.06710138,-2.804825497,0.005034383,0.037245971,NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:MGI Symbol;Acc:MGI:1861755],protein_coding,2
ENSMUSG00000006494,Pdk1,228026,1067.114593,1.39042484,0.256834106,5.413707951,6.17E-08,3.31E-06,"pyruvate dehydrogenase kinase, isoenzyme 1 [Source:MGI Symbol;Acc:MGI:1926119]",protein_coding,2
ENSMUSG00000006517,Mvd,192156,996.5067798,0.723045098,0.113837759,6.35154015,2.13E-10,2.39E-08,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327],protein_coding,8
ENSMUSG00000006519,Cyba,13057,1607.251687,0.235452692,0.050465076,4.665656117,3.08E-06,9.84E-05,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]",protein_coding,8
ENSMUSG00000006567,Atp7b,11979,33.21211809,2.07921811,0.415307703,5.006452074,5.54E-07,2.26E-05,"ATPase, Cu++ transporting, beta polypeptide [Source:MGI Symbol;Acc:MGI:103297]",protein_coding,8
ENSMUSG00000006782,Cnp,12799,538.8671236,-0.480070614,0.135494136,-3.543109905,0.000395438,0.005170448,"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:MGI Symbol;Acc:MGI:88437]",protein_coding,11
ENSMUSG00000006800,Sulf2,72043,1938.466342,-2.360774074,0.510621665,-4.623333152,3.78E-06,0.000116244,sulfatase 2 [Source:MGI Symbol;Acc:MGI:1919293],protein_coding,2
ENSMUSG00000006818,Sod2,20656,5623.004098,1.726922404,0.137657034,12.5451083,4.23E-36,2.79E-32,"superoxide dismutase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:98352]",protein_coding,17
ENSMUSG00000007379,Dennd2c,329727,607.0693827,-0.546040085,0.133918422,-4.077408286,4.55E-05,0.000920577,DENN/MADD domain containing 2C [Source:MGI Symbol;Acc:MGI:3036254],protein_coding,3
ENSMUSG00000007589,Tinf2,28113,1012.060209,0.299616943,0.10121046,2.96033575,0.003073039,0.025379961,Terf1 (TRF1)-interacting nuclear factor 2 [Source:MGI Symbol;Acc:MGI:107246],protein_coding,14
ENSMUSG00000007613,Tgfbr1,21812,4049.144584,1.030128891,0.225687243,4.564409042,5.01E-06,0.000149659,"transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]",protein_coding,4
ENSMUSG00000007655,Cav1,12389,2189.322129,-0.978505658,0.223664835,-4.37487484,1.22E-05,0.000315858,"caveolin 1, caveolae protein [Source:MGI Symbol;Acc:MGI:102709]",protein_coding,6
ENSMUSG00000007783,Cpt1c,78070,1288.764605,-0.687512101,0.144963013,-4.742672551,2.11E-06,7.11E-05,carnitine palmitoyltransferase 1c [Source:MGI Symbol;Acc:MGI:2446526],protein_coding,7
ENSMUSG00000007833,Aldh16a1,69748,1172.769306,0.143938275,0.052717389,2.730375644,0.00632622,0.044438327,"aldehyde dehydrogenase 16 family, member A1 [Source:MGI Symbol;Acc:MGI:1916998]",protein_coding,7
ENSMUSG00000007872,Id3,15903,2445.97067,-1.024043682,0.21268986,-4.814727335,1.47E-06,5.17E-05,inhibitor of DNA binding 3 [Source:MGI Symbol;Acc:MGI:96398],protein_coding,4
ENSMUSG00000007891,Ctsd,13033,25440.70757,0.405312686,0.077216079,5.249071099,1.53E-07,7.39E-06,cathepsin D [Source:MGI Symbol;Acc:MGI:88562],protein_coding,7
ENSMUSG00000007989,Fzd3,14365,583.6853763,-0.226439748,0.071691986,-3.158508536,0.001585787,0.015364562,frizzled class receptor 3 [Source:MGI Symbol;Acc:MGI:108476],protein_coding,14
